place_id,nombre,plaza,direccion,telefono,sitio_web,mcc,familia,payment_signal,signal_evidence,intent_score,eligible,disqualifier,outreach_message,rationale,resenas_totales,calificacion,trace_id,schema_version
ChIJZSDAS2gBzoUR8zUdM4mhLPI,Recaudería La Guerita,Ciudad de México,"Ahuejotes 157, Amp San Marcos Nte, Xochimilco, 16038 Ciudad de México, CDMX, Mexico",55 5641 2392,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi las excelentes reseñas sobre la fruta y atención en Recaudería La Guerita, pero veo que solo aceptas efectivo. Con una terminal Konfío puedes cobrar con tarjeta fácilmente y facilitar las compras de tus clientes frecuentes. ¿Hablamos hoy?",Recaudería / verdulería de alto flujo confirmada con solo cobro en efectivo.,68,4.1,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJ-RsxnGsBzoURojTnugL0et0,"Fonda ""El Sazón de Mi Corazón""",Ciudad de México,"Av. de La Noria 5, Paseos del Sur, Xochimilco, 16010 Ciudad de México, CDMX, Mexico",55 3047 1571,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi las excelentes reseñas sobre la comida casera en Fonda El Sazón de Mi Corazón y noté que manejas solo efectivo. Con la terminal Konfío permites a tus comensales pagar con tarjeta fácilmente sin perder ninguna cuenta. ¿Platicamos?",Restaurante/fonda con alta afluencia y registro estructurado de solo efectivo.,70,4.4,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJT-XcLI7-0YURdnYRgQDoEAM,"FONDA ""TERE""",Ciudad de México,"Av. Pdte. Plutarco Elías Calles 376, Santa Anita, Iztacalco, 08300 Ciudad de México, CDMX, Mexico",55 1527 3126,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, noto que en Fonda Tere reciben mucha gente y manejan solo efectivo. Al cobrar con tarjeta usando la terminal Konfío atiendes más rápido a tus comensales en horas pico y nunca pierdes una cuenta. ¿Te muestro cómo funciona?",Fonda concurrida con casi 200 reseñas que opera exclusivamente con efectivo.,191,3.9,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJoRwOo1WtKIQRITctlz0siE8,Fonda de Doña Cuca,Guadalajara,"Jesús Ramírez 15A, Lopez Cotilla, 45615 San Pedro Tlaquepaque, Jal., Mexico",33 3601 0774,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi las más de 200 opiniones recomendando el pozole de Fonda de Doña Cuca. Noté que solo cobras en efectivo; con la terminal Konfío permites a tus comensales pagar con tarjeta y aumentas tu ticket promedio.",Restaurante muy concurrido con confirmación de cobro exclusivo en efectivo.,247,4.5,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJ9cAxJ_5TL4QRwfApUf51o_E,Pollos Daniel's,Guadalajara,"C. Juárez Eje Sur 51, Centro, 45640 Tlajomulco de Zúñiga, Jal., Mexico",08080808,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, veo que Pollos Daniel's tiene gran afluencia de comensales pero actualmente solo manejas efectivo. Con una terminal Konfío puedes cobrar cuentas familiares con tarjeta fácilmente y agilizar los pedidos para llevar sin frenar tus mesas.",Restaurante de comida rápida con alto volumen de reseñas y operación en solo efectivo.,231,4.4,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJK75UUZdRL4QRtsIDKvGvtaQ,Tacos y Cenaduría Arandas,Guadalajara,"Cam. Antiguo #30, Hacienda de Los Eucaliptos, 45640 Tlajomulco de Zúñiga, Jal., Mexico",33 2701 1540,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi que Tacos y Cenaduría Arandas recibe muchos comensales por sus tacos y pozole, pero solo aceptas efectivo. Con una terminal Konfío podrás cobrar rápido con tarjeta, reducir filas y aumentar el consumo promedio por mesa.",Restaurante con alta concurrencia y cobro exclusivo en efectivo.,214,4.4,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJkdqD3gudYoYRQGZyhYY7FSg,Panadería Mayra,Monterrey,"Avance Popular 222, Nuevo Amanecer, 66005 García, N.L., Mexico",81 8283 4387,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi que tus clientes adoran el pan de Panadería Mayra y que actualmente solo aceptas efectivo. Con una terminal Konfío puedes cobrar con tarjeta, evitar que se vayan sin comprar y hacer crecer tus ingresos.",Panadería con 80 reseñas y confirmación directa de cobro solo en efectivo.,80,4.0,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJ5VZtX0IBzoURFL4_jx2qFPE,COCINA ECONÓMICA GONZÁLO,Ciudad de México,"Ahuejotes, Amp San Marcos Nte, Xochimilco, 16038 Ciudad de México, CDMX, Mexico",55 1509 1602,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi la gran afluencia de comensales en COCINA ECONÓMICA GONZÁLO por sus milanesas. Noté que solo aceptan efectivo; con una terminal Konfío puedes cobrar con tarjeta fácilmente y atender a más clientes sin complicaciones. ¿Te platico más?",Restaurante con alto volumen de reseñas y confirmación estructurada de cobro exclusivo en efectivo.,204,4.4,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJO6tzITTj0YURmzmgPeolIqk,Cocina Familiar Lupita,Ciudad de México,"C. El Quelite 293, Benito Juárez, 57000 Cdad. Nezahualcóyotl, Méx., Mexico",55 5730 0253,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi que Cocina Familiar Lupita tiene gran afluencia con cuentas de buen monto. Dado que actualmente solo recibes efectivo, con la terminal Konfío puedes aceptar pagos con tarjeta de crédito y débito, mejorando el servicio para tus clientes.",Restaurante con más de 500 reseñas y tickets relevantes que opera solo en efectivo.,518,4.1,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJSRP4LL1KL4QR6Ku08OZH1us,Rosticería El Gran Pollo,Guadalajara,"Guadalajara- El Salto 804, 45687 San José del Castillo, Jal., Mexico",13313411704,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi el éxito de Rosticería El Gran Pollo con más de 300 opiniones. Al manejar solo efectivo pierdes ventas; con la terminal Konfío cobras con tarjeta al instante. ¿Platicamos?",Rosticería con alto tráfico y confirmación de que solo opera en efectivo.,329,4.3,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJ_-_unAnsYoYRA63aJ_5s69Y,Panadería Las Almendras,Monterrey,"Ignacio Allende 323, Cabecera Municipal (Apodaca), Apodaca Centro, 66600 Cdad. Apodaca, N.L., Mexico",81 8386 2316,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, noté el gran volumen de clientes que visitan Panadería Las Almendras por su pan dulce. Cobra con tarjeta para agilizar la fila de cobro, evitar perder ventas por falta de efectivo y fortalecer el crecimiento de tu negocio.",Panadería de alto flujo con más de 300 reseñas confirmada con solo efectivo.,302,4.4,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJQTUwMG_50YURMfEGnrnU058,Panadería Superior,Ciudad de México,"Nte 58 & Ángel Albino Corzo, Tablas de San Agustín, Gustavo A. Madero, 07860 Ciudad de México, CDMX, Mexico",55 7580 4203,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, en Panadería Superior tienen clientes encantados con su pan artesanal, pero según Google solo aceptan efectivo. No dejes ir ventas de clientes que no traen cambio y cobra con tarjeta fácilmente. ¿Te gustaría conocer nuestra terminal?",Panadería clasificada en el MCC 5462 que opera solo en efectivo según datos estructurados.,169,4.2,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJN4QOoV_qYoYRt18kevC4gEY,Panadería Don Pepe,Monterrey,"De La Pilastra 623, Villa de San Miguel, 67110 Guadalupe, N.L., Mexico",81 8327 7360,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, noté el alto flujo de clientes en Panadería Don Pepe y que actualmente operan solo en efectivo. Con una terminal Konfío puedes empezar a cobrar con tarjeta y construir historial con tus ventas. ¿Te interesa recibir información?",Panadería con 161 reseñas que registra solo cobro en efectivo.,161,4.5,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJa1RXxsvz0YUR3KueqyyKxKA,Pasteleria santa elena,Ciudad de México,"Avenida recursos hidraulicos, Esquina avenida de, Las Torres Manzana 1 Lote 2, Potrero del Rey, Luis Donaldo Colosio, 55010 Ecatepec de Morelos, Méx., Mexico",56 8889 6661,,5441,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vemos el gran flujo de clientes que visitan Pasteleria santa elena. Como actualmente solo reciben efectivo, una terminal Konfio les permitiria agilizar cobros en caja, evitar filas y aceptar tarjeta sin friccion. ¿Te gustaria conocer como funciona?",Pasteleria con alto volumen de ventas y clientes que confirman cobro unicamente en efectivo.,510,4.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJIRLhru2TYoYRsZ_o-yiUImA,Tacos Charly,Monterrey,"Piero de La Fancesa, Renacimiento 2do Sector, 66072 Cdad. Gral. Escobedo, N.L., Mexico",81 8260 9435,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, veo que Tacos Charly tiene alta afluencia y excelentes comentarios por su sabor. Al operar solo con efectivo dejas ir clientes sin cambio. Con la terminal Konfío cobras con tarjeta de forma sencilla y segura. ¿Te gustaría probarla en tu negocio?",Taquería con más de 160 reseñas y registro estructurado de aceptar únicamente efectivo.,165,4.7,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJMWN58ETBYoYRKc7Q7eVPgLU,Taqueria Los Campeones,Monterrey,"Santa María Sector A, 67198 Guadalupe, N.L., Mexico",81 8360 9557,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, noté el gran flujo de clientes en Taqueria Los Campeones y que actualmente solo cobras en efectivo. Con una terminal Konfío puedes aceptar todas las tarjetas, agilizar el cobro y hacer crecer tus ventas diarias. ¿Te platico cómo obtenerla rápido?",Taquería con alto volumen de reseñas y confirmación de cobro exclusivo en efectivo.,392,4.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJWciOKRf20YURUbtS3uOXqzw,Taqueria Cartagena,Ciudad de México,"54958, Blvrd Cd Labor 36, Lomas de Cartagena, 54900 Buenavista, Méx., Mexico",55 3999 7664,http://www.lataqueriaguadalajara.com/,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, veo que en Taqueria Cartagena tienen un flujo enorme con más de 400 opiniones y solo reciben efectivo. Con la terminal Konfío cobras con tarjeta al instante y agilizas las cuentas de tus comensales. ¿Te muestro cómo?","Taquería con más de 400 reseñas operando con efectivo exclusivo, alto potencial.",409,4.4,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJU-6RGsr70YURvbxHb0I5bVY,Pastelería y Panadería Lecaroz Fuentes,Ciudad de México,"Valle de Sagitario 5, Jardines de Aragon, 55140 Ecatepec de Morelos, Méx., Mexico",55 5774 2593,http://lecaroz.com/,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, noté que en Pastelería y Panadería Lecaroz Fuentes atiendes a muchos clientes pero solo recibes efectivo. Con la terminal Konfío puedes aceptar tarjeta rápido en mostrador y evitar filas.","Panadería y pastelería con más de 300 reseñas que opera solo con efectivo, representando una gran oportunidad para cobro digital.",355,3.8,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ0yO3p3cdzoURz86MBj01Xec,Taqueria Esmeralda,Ciudad de México,"Av. Ricardo Flores Magón MZ 872 Lt 12, Santiago, 56615 Valle de Chalco Solidaridad, Méx., Mexico",55 3011 9016,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi que en Taqueria Esmeralda reciben muchos clientes pero solo aceptan efectivo. Con una terminal Konfio puedes cobrar con tarjeta y no perder ventas cuando la gente no trae efectivo, ademas de crear historial con tus ventas. Te interesa probarla?",Taqueria con alto volumen de resenas que opera exclusivamente en efectivo.,243,4.4,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ01atagv10YURamiCrZLbc6k,"Hamburguesas al Carbón ""La Güera""",Ciudad de México,"Adolfo Ruiz Cortines 5, San Juan, 54900 Tultitlán de Mariano Escobedo, Méx., Mexico",55 7393 2379,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, note que en Hamburguesas al Carbon La Guera tienen gran afluencia pero solo manejan efectivo. Con la terminal de Konfio puedes aceptar tarjetas de debito y credito al instante y facilitar el cobro a tus comensales mientras registras tu facturacion. Te gustaria conocerla?",Restaurante de comida rapida concurrido que solo acepta efectivo segun datos oficiales.,264,4.5,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJjdCaaCz80YURdLNr_cSpZXs,Comedor Isabel,Ciudad de México,"Ote 106 3055, Bramadero Ramos Millán, Iztacalco, 08000 Ciudad de México, CDMX, Mexico",55 2621 2585,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, veo que en Comedor Isabel tienen excelente afluencia de comida corrida y solo aceptan efectivo. Con la terminal Konfío puedes cobrar con tarjeta rápido para no demorar la rotación de mesas y sumar ventas con historial comercial. ¿Te gustaría revisar cómo adquirirla?",Fonda y restaurante con alto volumen que opera únicamente con efectivo.,248,4.1,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJe15-69_40YURe7mV0pVF2xM,fonda economica,Ciudad de México,"Manuel Gonzalez 340, Tlatelolco, Cuauhtémoc, 06900 Ciudad de México, CDMX, Mexico",55 6798 8643,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi que tus clientes en Tlatelolco disfrutan tus desayunos pero mencionan que solo reciben pago en efectivo. Con la terminal de Konfio puedes aceptar cobros con tarjeta facil y rapido sin perder ventas. Te gustaria conocer nuestras comisiones?",Fonda con 115 resenas confirmada en Google y resenas de aceptar solo efectivo.,115,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJA0xMOWP-0YURH_AOYnoqP1c,Cocina Paty,Ciudad de México,"Santos Degollado, Campamento 2 de Octubre, Iztacalco, 08930 Ciudad de México, CDMX, Mexico",55 3574 2915,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi la gran afluencia que tiene Cocina Paty en Iztacalco y que actualmente solo aceptan efectivo. Con la terminal Konfio puedes aceptar tarjeta y brindar un cobro agil a tus comensales. Te interesa conocerla?",Cocina con 176 resenas y pago exclusivo en efectivo.,176,4.5,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJqTJPUcSTYoYRpTdx1K1qzd4,Taquería La Flamita,Monterrey,"David Alfaro Siqueiros, Paseo Real 1er Sector, 66072 Cdad. Gral. Escobedo, N.L., Mexico",81 2903 8198,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi el gran flujo de clientes que tienes en Taquería La Flamita por tus tacos y campechanas, pero solo aceptas efectivo. Con la terminal Konfío puedes aceptar pagos con tarjeta de inmediato y agilizar tus cobros. ¿Te gustaría probarla?",Taquería con alto volumen de reseñas que solo opera en efectivo.,248,4.4,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJr0LiIsKTYoYRmThlbRbQQtA,El Buen Taco,Monterrey,"Av. Raúl Salinas Lozano LT4-C, Quinto Centenario, 66072 Cdad. Gral. Escobedo, N.L., Mexico",81 3137 2427,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, veo que El Buen Taco tiene muchos clientes que disfrutan sus tacos y campechanas, pero solo recibes efectivo. Con la terminal Konfío puedes cobrar con tarjeta de forma transparente, rápida y sin fricciones. ¿Te gustaría conocerla?",Taquería con más de 400 reseñas marcada exclusivamente con efectivo.,448,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJpY6zJKvrYoYR7DUTLRly7BU,PANADERÍA AZTECA,Monterrey,"Unidad habitacional Nva, Av. Hector Caballero, Independencia, 66634 Cdad. Apodaca, N.L., Mexico",81 8098 5523,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, veo la gran preferencia de tus clientes en PANADERÍA AZTECA por tu pan dulce y bisquets, aunque solo aceptas efectivo. Con una terminal Konfío puedes recibir pagos con tarjeta sin demoras y aumentar tu ticket promedio. ¿Te interesa conocerla?",Panadería de alto flujo y casi 200 reseñas que opera únicamente en efectivo.,189,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJB3iH4sH50YURl_X9oTH2dgY,Panadería Zacatenco,Ciudad de México,"Av. Acueducto 899, San Pedro Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, Mexico",55 8134 1166,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi que en Panadería Zacatenco tienen gran afluencia de clientes pero solo reciben efectivo. Una terminal Konfío te permite cobrar rápido con tarjeta, reducir filas en el mostrador y aprovechar ventas grandes de pedidos. ¿Te interesa ver nuestras comisiones transparentes?",Panadería de alto flujo con filas recurrentes y cobro exclusivo en efectivo.,223,4.6,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ8QJ6hwnsYoYR-0k931dxQMQ,TAQUERIA SABROSITA,Monterrey,"José María Morelos y Pavón 221-B, Cabecera Municipal (Apodaca), Apodaca Centro, 66600 Cdad. Apodaca, N.L., Mexico",81 1236 8076,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi que en Taquería Sabrosita tienen más de 200 opiniones y un gran éxito con sus tacos y papas asadas, pero solo aceptan efectivo. Con la terminal Konfío no dejarán ir ventas de clientes que quieren pagar con tarjeta. ¿Platicamos?",Taquería de alto volumen y más de 200 reseñas que opera únicamente con efectivo.,200,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ542covmcYoYRY533jLIqoWk,Tacos Chuy,Monterrey,"Valle de San Blas, 66003 García, N.L., Mexico",81 2440 2874,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, en Tacos Chuy tienes un excelente volumen de clientes pero hoy solo aceptas efectivo. Al sumar una terminal Konfio podras aceptar tarjetas y agilizar los cobros en horas pico para que nadie se vaya sin consumir.",Taquería con más de 100 reseñas confirmada con cobro únicamente en efectivo.,129,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJja575k2yKIQRWV0hfvthjlg,Tacos El Güero,Guadalajara,"Av. Niños Héroes 300, Rancho Blanco, 45560 San Pedro Tlaquepaque, Jal., Mexico",33 1362 2398,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, noté que en Tacos El Güero atienden a cientos de clientes y su ficha indica que solo aceptan efectivo. Con la terminal Konfío pueden cobrar con tarjeta rápidamente y no perder pedidos en horas pico. ¿Te interesa conocerla?",Taquería de alto flujo registrada con solo efectivo en su ficha de Google.,1213,4.6,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJUcQd9sv90YURdYwHitsBVXk,Taqueria Los Enmascarados,Ciudad de México,"Av. Texcoco 404, Metropolitana 3ra Secc, 57750 Cdad. Nezahualcóyotl, Méx., Mexico",55 4089 2717,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi que en Taquería Los Enmascarados tienen muchísima afluencia pero solo manejan efectivo. Con la terminal Konfío puedes aceptar tarjeta en caja o mesa rápidamente y aumentar tus ventas por consumo. ¿Te interesa recibir más detalles hoy?",Taquería de alto tráfico y volumen de reseñas confirmada en solo efectivo.,826,4.2,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ15IfPC_80YURkHj4luON7dA,"Tacos ""El Zorro""",Ciudad de México,"Vainilla, Granjas México, Iztacalco, 08400 Ciudad de México, CDMX, Mexico",55 6464 3100,https://www.facebook.com/ROGGERCISNEROSA/,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi la gran cantidad de clientes que visitan Tacos El Zorro pero solo reciben efectivo. Con la terminal Konfío cobras con tarjeta en segundos, aumentas el consumo por mesa y generas historial comercial. ¿Te interesa una propuesta?",Taquería con más de 200 reseñas operando únicamente con pagos en efectivo.,234,4.4,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJG7DVZKSzKIQRebWdlYavqzo,Tacos Los Machines,Guadalajara,"45559, Av Francisco Silva Romero 528, Lomas de Tlaquepaque, 45559 San Pedro Tlaquepaque, Jal., Mexico",33 1545 0872,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi que en Tacos Los Machines tienen muchísimos clientes pero solo aceptan efectivo. Con una terminal Konfío puedes cobrar con tarjeta de crédito y débito al instante sin perder ventas en tus horas pico y crear historial para tu negocio. ¿Te gustaría conocerla?",Taquería con alto volumen de reseñas y confirmación de cobro exclusivo en efectivo.,820,4.6,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJWeJB5ij70YURin34YZWzy7Y,"Tacos, alitas y tortas “La Estrella”.",Ciudad de México,"Libra 39, Estrella, 55210 Ecatepec de Morelos, Méx., Mexico",55 4951 4743,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, noté que en Tacos, alitas y tortas La Estrella solo cobras con efectivo. Con la terminal Konfío puedes agilizar el cobro de cuentas aceptando tarjeta y construyendo historial de negocio con tu facturación. ¿Te interesa conocerla?",Restaurante con alto volumen de reseñas y confirmación técnica de solo efectivo.,307,4.1,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJW4IbeJWTYoYRI67X2rkhVGk,Restaurante El Botonazo,Monterrey,"# 3300 Local 13, Av. Raúl Salinas Lozano, Los Girasoles 1er Sector, 66055 Cdad. Gral. Escobedo, N.L., Mexico",81 8058 4198,http://www.facebook.com/restauranteelbotonazo,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,90,True,,"Hola, vi el buen flujo de comensales que tiene Restaurante El Botonazo y que actualmente solo reciben efectivo. Con una terminal Konfío puedes aceptar pagos con tarjeta al instante y agilizar el cobro en tus mesas. ¿Te gustaría conocer nuestras tarifas y terminales?",Restaurante con más de 100 reseñas y cobro limitado a efectivo.,148,3.9,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJeb43ToX90YURVbgki8e7WeQ,COCINA ECONOMICA ITACATE,Ciudad de México,"Calle Gral. Francisco Andrade 28, Progresista, Iztapalapa, 09240 Ciudad de México, CDMX, Mexico",55 8301 6767,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,88,True,,"Hola, noté que en Cocina Económica Itacate atienden a muchos clientes pero solo aceptan efectivo. Con la terminal Konfío puedes aceptar pagos con tarjeta al instante, agilizar el cobro de tus comidas corridas y no perder comensales. ¿Te gustaría conocerla?",Restaurante de comida corrida con alto flujo y confirmado solo efectivo.,100,4.5,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJ0x-ZDevj0YURz0njVn5ECI0,Papelería y mercería Mary,Ciudad de México,"Calle Compuerta esquina, Cda. Margaritas Número 1, San Pedro, 56334 Chimalhuacán, Méx., Mexico",55 5044 3476,,5943,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,88,True,,"Hola, vi excelentes opiniones de Papelería y mercería Mary sobre su surtido, pero tienen registrado solo efectivo. Con la terminal Konfío cobras con tarjeta y aumentas el ticket promedio de útiles y mercería.",Papelería y mercería concurrida que opera únicamente con pagos en efectivo.,76,4.4,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJiwUwYJtLL4QR8NQVXWnG5K8,Brothers Barber Shop,Guadalajara,"254cCentro, 16 de Septiembre, Centro, 45680 El Salto, Jal., Mexico",33 2171 2644,,7230,Salones de belleza,confirmed_no_card,campo de Google: solo efectivo,88,True,,"Hola, veo que Brothers Barber Shop tiene más de 60 recomendaciones pero actualmente manejas solo efectivo. Con una terminal Konfío puedes aceptar tarjetas en cada corte sin perder clientes que no traen efectivo. ¿Te gustaría probarla con comisiones claras?",Barbería con alto volumen de clientes que solo acepta efectivo según datos de Google.,65,4.8,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJabU6nxL-0YUR0Z0Es2ieWPw,Hormiguita Merceria,Ciudad de México,"Teniente Fausto Vega Santander 438, Escuadrón 201, Iztapalapa, 09060 Ciudad de México, CDMX, Mexico",55 1257 6938,,5131,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,88,True,,"Hola, vi que tu mercería tiene excelente variedad en costuras y bordados pero solo manejas efectivo. Con una terminal Konfío puedes cobrar con tarjeta a quienes compran por mayoreo o detalle. ¿Te gustaría información?",Mercería concurrida y buenas reseñas que únicamente opera con efectivo.,66,4.8,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJK8FFZNkdzoURSUxvsEgcvcE,"Cocina ""La Negrita""",Ciudad de México,"Niños Heroes Manzana 014 entre Norte 33 y Av. Felipe Ángeles, Alfredo del Mazo, 56619 Valle de Chalco Solidaridad, Méx., Mexico",55 3748 2715,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,88,True,,"Hola, vi que en Cocina La Negrita tienen gran afluencia de comensales pero solo reciben efectivo. Con la terminal de Konfío puedes aceptar tarjetas de débito y crédito al instante, cobrando rápido y aumentando tus ventas diarias. ¿Te gustaría conocer nuestras comisiones?",Restaurante con buen flujo de comensales y registro oficial de cobro exclusivo en efectivo.,67,4.4,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJdQpRaB390YURBfF36uV_sQ4,Pollo Fiel Suc. Neza,Ciudad de México,"Av. México 4, Raul Romero, 57630 Cdad. Nezahualcóyotl, Méx., Mexico",56 1261 1234,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,88,True,,"Hola, vi que en Pollo Fiel Sucursal Neza solo reciben efectivo. Integrar una terminal Konfío para cobros con tarjeta te ayuda a asegurar ventas de paquetes familiares y cobrar más rápido en mostrador. ¿Te comparto los detalles?",Local de comida rápida con 144 reseñas y confirmación explícita de no aceptar tarjetas.,144,4.0,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJYxVG5rb70YURGzOAtCvC_T4,Estética Ana Colorista Profesional,Ciudad de México,"Amistad 58, Solidaridad 90 Martires de Rio Blanco, 55118 Ecatepec de Morelos, Méx., Mexico",55 9307 5481,,7230,Salones de belleza,confirmed_no_card,campo de Google: solo efectivo,88,True,,"Hola Ana, vi que en tu estética realizas trabajos de colorimetría y baby lights pero solo aceptas efectivo. Con una terminal Konfío tus clientas pueden pagar servicios de alto ticket con tarjeta fácilmente. ¿Te envío información sin compromiso?",Estética con servicios especializados de ticket elevado y cobro en solo efectivo.,47,4.8,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
